0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:23:54 +0900] "GET /semi_about30s/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:23:54 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 3945198
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:24:02 +0900] "GET /semi_about30s/register.jsp HTTP/1.1" 200 3822
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:24:32 +0900] "POST /semi_about30s/JoinServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:24:32 +0900] "GET /semi_about30s/login.jsp HTTP/1.1" 200 1088
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:24:36 +0900] "POST /semi_about30s/LoginLogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:24:36 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 3945231
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:24:39 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667887
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:24:41 +0900] "GET /semi_about30s/productRegister.jsp HTTP/1.1" 200 3253
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:17 +0900] "POST /semi_about30s/RegisterProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:17 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667887
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:19 +0900] "GET /semi_about30s/productRetrieve.jsp?page=3 HTTP/1.1" 200 3883291
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:22 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 6820042
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:32 +0900] "GET /semi_about30s/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:32 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 6820009
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:37 +0900] "GET /semi_about30s/login.jsp HTTP/1.1" 200 1088
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:42 +0900] "POST /semi_about30s/LoginLogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:42 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 6820045
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:46 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667890
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:25:47 +0900] "GET /semi_about30s/productRegister.jsp HTTP/1.1" 200 3250
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:27:08 +0900] "POST /semi_about30s/RegisterProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:27:08 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667890
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:27:10 +0900] "GET /semi_about30s/productRetrieve.jsp?page=3 HTTP/1.1" 200 4498584
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:27:11 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 7435160
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:36:46 +0900] "GET /semi_about30s/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:36:46 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 7435124
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:37:40 +0900] "GET /semi_about30s/register.jsp HTTP/1.1" 200 3822
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:37:42 +0900] "GET /semi_about30s/login.jsp HTTP/1.1" 200 1088
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:37:50 +0900] "POST /semi_about30s/LoginLogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:37:50 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 7435160
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:37:53 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667890
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:37:53 +0900] "GET /semi_about30s/productRegister.jsp HTTP/1.1" 200 3250
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:38:27 +0900] "POST /semi_about30s/RegisterProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:38:27 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667956
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:38:30 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667956
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:38:31 +0900] "GET /semi_about30s/productRegister.jsp HTTP/1.1" 200 3250
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:39:26 +0900] "POST /semi_about30s/RegisterProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:39:26 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667956
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:39:29 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667956
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:39:31 +0900] "GET /semi_about30s/productRegister.jsp HTTP/1.1" 200 3250
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:40:07 +0900] "POST /semi_about30s/RegisterProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:40:07 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667956
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:40:10 +0900] "GET /semi_about30s/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:40:10 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 11322401
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:43:57 +0900] "GET /semi_about30s/login.jsp HTTP/1.1" 200 1088
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:44:04 +0900] "POST /semi_about30s/LoginLogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:44:04 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 11322434
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:44:06 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667953
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:44:07 +0900] "GET /semi_about30s/productRegister.jsp HTTP/1.1" 200 3253
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:46:10 +0900] "POST /semi_about30s/RegisterProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:46:10 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 668019
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:46:22 +0900] "GET /semi_about30s/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:46:22 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 12422403
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:46:27 +0900] "GET /semi_about30s/login.jsp HTTP/1.1" 200 1088
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:46:32 +0900] "POST /semi_about30s/LoginLogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:46:32 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 12422439
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:46:36 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 668022
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:46:37 +0900] "GET /semi_about30s/productRegister.jsp HTTP/1.1" 200 3255
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:47:09 +0900] "POST /semi_about30s/RegisterProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:47:09 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 668022
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:47:11 +0900] "GET /semi_about30s/productRegister.jsp HTTP/1.1" 200 3255
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:48:38 +0900] "POST /semi_about30s/RegisterProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:48:38 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 668022
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:48:41 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 15807883
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:48:45 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 668022
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:48:48 +0900] "GET /semi_about30s/productRetrieve.jsp?page=5 HTTP/1.1" 200 4488882
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:48:51 +0900] "GET /semi_about30s/productUpdate.jsp?productNo=24 HTTP/1.1" 200 1273430
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:49:18 +0900] "POST /semi_about30s/UpdateProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:49:18 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 668022
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:49:20 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 15807869
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:00 +0900] "GET /semi_about30s/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:00 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 15807833
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:06 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667986
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:10 +0900] "GET /semi_about30s/productRetrieve.jsp HTTP/1.1" 200 667986
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:11 +0900] "GET /semi_about30s/deleteAccount.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:11 +0900] "GET /semi_about30s/css/deleteAccount.css HTTP/1.1" 200 1642
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:13 +0900] "GET /semi_about30s/changePassword.jsp HTTP/1.1" 200 2205
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:13 +0900] "GET /semi_about30s/css/changePassword.css HTTP/1.1" 200 1654
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:15 +0900] "GET /semi_about30s/mainpage.jsp HTTP/1.1" 200 15807833
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:18 +0900] "GET /semi_about30s/QnAList.jsp HTTP/1.1" 200 9215
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:18 +0900] "GET /semi_about30s/css/QnAListStyles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:26 +0900] "GET /semi_about30s/reviewList.jsp HTTP/1.1" 200 2469
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:26 +0900] "GET /semi_about30s/img/goToMain.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:26 +0900] "GET /semi_about30s/css/reviewList.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:40 +0900] "GET /semi_about30s/reviewList.jsp HTTP/1.1" 200 2469
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:41 +0900] "GET /semi_about30s/QnAList.jsp HTTP/1.1" 200 9215
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:41 +0900] "GET /semi_about30s/reviewList.jsp HTTP/1.1" 200 2469
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:44 +0900] "GET /semi_about30s/reviewPost.jsp HTTP/1.1" 200 2985
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:51:44 +0900] "GET /semi_about30s/css/reviewPost.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:53:40 +0900] "POST /semi_about30s/ReviewPostServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2023:09:53:40 +0900] "GET /semi_about30s/reviewList.jsp HTTP/1.1" 200 3257
